IDIndikator;Indikator;IDTer;nTer;God+Mes;nVrTacka;Vrednost;IDStatusPodatka;nStatusPodatka;IDStatusPoverljivosti;nStatusPoverljivosti;IDJedinicaMere;nJedinicaMere
2403040103IND01;Average net earnings;80241;Mali Iđoš;202503;2025/march;82156;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80241;Mali Iđoš;202504;2025/april;83093;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80241;Mali Iđoš;202505;2025/may;84045;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80241;Mali Iđoš;202506;2025/june;82427;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80241;Mali Iđoš;202507;2025/july;83945;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80241;Mali Iđoš;202508;2025/august;81390;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80241;Mali Iđoš;202509;2025/september;84360;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80241;Mali Iđoš;202510;2025/october;86768;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80241;Mali Iđoš;202511;2025/november;88633;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80438;Subotica;202412;2024/december;99117;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80438;Subotica;202501;2025/january;95949;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80438;Subotica;202502;2025/february;91425;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80438;Subotica;202503;2025/march;94588;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80438;Subotica;202504;2025/april;95641;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80438;Subotica;202505;2025/may;95350;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80438;Subotica;202506;2025/june;96586;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80438;Subotica;202507;2025/july;97205;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80438;Subotica;202508;2025/august;93564;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80438;Subotica;202509;2025/september;96833;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80438;Subotica;202510;2025/october;108133;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80438;Subotica;202511;2025/november;100309;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS126;Srednjobanatska oblast;202412;2024/december;92872;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS126;Srednjobanatska oblast;202501;2025/january;95760;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS126;Srednjobanatska oblast;202502;2025/february;91125;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS126;Srednjobanatska oblast;202503;2025/march;92988;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS126;Srednjobanatska oblast;202504;2025/april;95672;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS126;Srednjobanatska oblast;202505;2025/may;94767;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS126;Srednjobanatska oblast;202506;2025/june;93427;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS126;Srednjobanatska oblast;202507;2025/july;96400;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS126;Srednjobanatska oblast;202508;2025/august;93166;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS126;Srednjobanatska oblast;202509;2025/september;100470;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS126;Srednjobanatska oblast;202510;2025/october;93864;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS126;Srednjobanatska oblast;202511;2025/november;99497;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80144;Žitište;202412;2024/december;85733;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80144;Žitište;202501;2025/january;90191;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80144;Žitište;202502;2025/february;85711;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80144;Žitište;202503;2025/march;86997;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80144;Žitište;202504;2025/april;90904;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80144;Žitište;202505;2025/may;89228;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80144;Žitište;202506;2025/june;87061;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80144;Žitište;202507;2025/july;90042;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80144;Žitište;202508;2025/august;87015;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80144;Žitište;202509;2025/september;95488;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80144;Žitište;202510;2025/october;87176;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80144;Žitište;202511;2025/november;92496;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80152;Zrenjanin;202412;2024/december;96199;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80152;Zrenjanin;202501;2025/january;98856;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80152;Zrenjanin;202502;2025/february;93791;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80152;Zrenjanin;202503;2025/march;95767;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80152;Zrenjanin;202504;2025/april;98333;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80152;Zrenjanin;202505;2025/may;97488;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80152;Zrenjanin;202506;2025/june;96397;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80152;Zrenjanin;202507;2025/july;99379;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80152;Zrenjanin;202508;2025/august;96056;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80152;Zrenjanin;202509;2025/september;103740;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80152;Zrenjanin;202510;2025/october;96205;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80152;Zrenjanin;202511;2025/november;102561;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80250;Nova Crnja;202412;2024/december;86157;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80250;Nova Crnja;202501;2025/january;88672;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80250;Nova Crnja;202502;2025/february;86036;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80250;Nova Crnja;202503;2025/march;87047;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80250;Nova Crnja;202504;2025/april;89989;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80250;Nova Crnja;202505;2025/may;88155;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80250;Nova Crnja;202506;2025/june;85652;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80250;Nova Crnja;202507;2025/july;89912;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80250;Nova Crnja;202508;2025/august;85937;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80250;Nova Crnja;202509;2025/september;93250;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80250;Nova Crnja;202510;2025/october;88334;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80250;Nova Crnja;202511;2025/november;91322;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80268;Novi Bečej;202412;2024/december;80598;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80268;Novi Bečej;202501;2025/january;83874;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80268;Novi Bečej;202502;2025/february;80464;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80268;Novi Bečej;202503;2025/march;82788;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80268;Novi Bečej;202504;2025/april;84767;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80268;Novi Bečej;202505;2025/may;84858;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80268;Novi Bečej;202506;2025/june;82943;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80268;Novi Bečej;202507;2025/july;85803;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80268;Novi Bečej;202508;2025/august;82895;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80268;Novi Bečej;202509;2025/september;87730;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80268;Novi Bečej;202510;2025/october;87296;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80268;Novi Bečej;202511;2025/november;89169;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80373;Sečanj;202412;2024/december;85517;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80373;Sečanj;202501;2025/january;89345;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80373;Sečanj;202502;2025/february;86625;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80373;Sečanj;202503;2025/march;87175;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80373;Sečanj;202504;2025/april;90916;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80373;Sečanj;202505;2025/may;89029;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80373;Sečanj;202506;2025/june;87542;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80373;Sečanj;202507;2025/july;89846;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80373;Sečanj;202508;2025/august;87573;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80373;Sečanj;202509;2025/september;93291;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80373;Sečanj;202510;2025/october;87847;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80373;Sečanj;202511;2025/november;93354;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS127;Sremska oblast;202412;2024/december;96461;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS127;Sremska oblast;202501;2025/january;95298;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS127;Sremska oblast;202502;2025/february;92854;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS127;Sremska oblast;202503;2025/march;96185;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS127;Sremska oblast;202504;2025/april;97859;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS127;Sremska oblast;202505;2025/may;96994;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS127;Sremska oblast;202506;2025/june;96415;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS127;Sremska oblast;202507;2025/july;97449;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS127;Sremska oblast;202508;2025/august;95730;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS127;Sremska oblast;202509;2025/september;98354;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS127;Sremska oblast;202510;2025/october;100723;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS127;Sremska oblast;202511;2025/november;102877;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80179;Inđija;202412;2024/december;101993;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80179;Inđija;202501;2025/january;100279;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80179;Inđija;202502;2025/february;99453;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80179;Inđija;202503;2025/march;102997;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80179;Inđija;202504;2025/april;104345;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80179;Inđija;202505;2025/may;103727;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80179;Inđija;202506;2025/june;101590;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80179;Inđija;202507;2025/july;103807;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80179;Inđija;202508;2025/august;101561;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80179;Inđija;202509;2025/september;103880;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80179;Inđija;202510;2025/october;106109;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80179;Inđija;202511;2025/november;109822;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80187;Irig;202412;2024/december;84696;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80187;Irig;202501;2025/january;89131;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80187;Irig;202502;2025/february;83916;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80187;Irig;202503;2025/march;86315;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80187;Irig;202504;2025/april;87537;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80187;Irig;202505;2025/may;89223;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80187;Irig;202506;2025/june;86624;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80187;Irig;202507;2025/july;87303;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80187;Irig;202508;2025/august;86803;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80187;Irig;202509;2025/september;89167;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80187;Irig;202510;2025/october;89909;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80187;Irig;202511;2025/november;92216;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80322;Pećinci;202412;2024/december;92103;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80322;Pećinci;202501;2025/january;93584;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80322;Pećinci;202502;2025/february;91842;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80322;Pećinci;202503;2025/march;94359;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80322;Pećinci;202504;2025/april;96184;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80322;Pećinci;202505;2025/may;97056;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80322;Pećinci;202506;2025/june;95392;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80322;Pećinci;202507;2025/july;96508;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80322;Pećinci;202508;2025/august;94555;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80322;Pećinci;202509;2025/september;97020;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80322;Pećinci;202510;2025/october;98177;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80322;Pećinci;202511;2025/november;106285;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80357;Ruma;202412;2024/december;94776;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80357;Ruma;202501;2025/january;92760;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80357;Ruma;202502;2025/february;89873;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80357;Ruma;202503;2025/march;93496;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80357;Ruma;202504;2025/april;94948;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80357;Ruma;202505;2025/may;94464;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80357;Ruma;202506;2025/june;94105;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80357;Ruma;202507;2025/july;95167;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80357;Ruma;202508;2025/august;92735;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80357;Ruma;202509;2025/september;95659;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80357;Ruma;202510;2025/october;99070;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80357;Ruma;202511;2025/november;99921;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80403;Sremska Mitrovica;202412;2024/december;93631;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80403;Sremska Mitrovica;202501;2025/january;95034;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80403;Sremska Mitrovica;202502;2025/february;92185;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80403;Sremska Mitrovica;202503;2025/march;94722;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80403;Sremska Mitrovica;202504;2025/april;96712;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80403;Sremska Mitrovica;202505;2025/may;95795;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80403;Sremska Mitrovica;202506;2025/june;96059;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80403;Sremska Mitrovica;202507;2025/july;96675;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80403;Sremska Mitrovica;202508;2025/august;94703;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80403;Sremska Mitrovica;202509;2025/september;98002;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80403;Sremska Mitrovica;202510;2025/october;100138;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80403;Sremska Mitrovica;202511;2025/november;101436;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80420;Stara Pazova;202412;2024/december;103045;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80420;Stara Pazova;202501;2025/january;96762;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80420;Stara Pazova;202502;2025/february;95277;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80420;Stara Pazova;202503;2025/march;99207;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80420;Stara Pazova;202504;2025/april;101513;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80420;Stara Pazova;202505;2025/may;99413;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80420;Stara Pazova;202506;2025/june;99219;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80420;Stara Pazova;202507;2025/july;99852;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80420;Stara Pazova;202508;2025/august;99323;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80420;Stara Pazova;202509;2025/september;100580;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80420;Stara Pazova;202510;2025/october;103975;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80420;Stara Pazova;202511;2025/november;105745;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80497;Šid;202412;2024/december;86515;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80497;Šid;202501;2025/january;90881;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80497;Šid;202502;2025/february;84821;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80497;Šid;202503;2025/march;88835;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80497;Šid;202504;2025/april;88774;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80497;Šid;202505;2025/may;87995;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80497;Šid;202506;2025/june;88062;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80497;Šid;202507;2025/july;89213;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80497;Šid;202508;2025/august;87079;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80497;Šid;202509;2025/september;91855;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80497;Šid;202510;2025/october;91586;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;80497;Šid;202511;2025/november;91849;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS2;SRBIJA – JUG;202412;2024/december;90000;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS2;SRBIJA – JUG;202501;2025/january;92030;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS2;SRBIJA – JUG;202502;2025/february;88243;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS2;SRBIJA – JUG;202503;2025/march;90521;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS2;SRBIJA – JUG;202504;2025/april;92779;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS2;SRBIJA – JUG;202505;2025/may;93091;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS2;SRBIJA – JUG;202506;2025/june;91468;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS2;SRBIJA – JUG;202507;2025/july;93242;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS2;SRBIJA – JUG;202508;2025/august;90426;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS2;SRBIJA – JUG;202509;2025/september;93338;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS2;SRBIJA – JUG;202510;2025/october;96202;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS2;SRBIJA – JUG;202511;2025/november;95485;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS21;Region Šumadije i Zapadne Srbije;202412;2024/december;89926;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS21;Region Šumadije i Zapadne Srbije;202501;2025/january;90921;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS21;Region Šumadije i Zapadne Srbije;202502;2025/february;87257;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS21;Region Šumadije i Zapadne Srbije;202503;2025/march;89220;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS21;Region Šumadije i Zapadne Srbije;202504;2025/april;91986;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS21;Region Šumadije i Zapadne Srbije;202505;2025/may;91827;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS21;Region Šumadije i Zapadne Srbije;202506;2025/june;90835;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS21;Region Šumadije i Zapadne Srbije;202507;2025/july;92200;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS21;Region Šumadije i Zapadne Srbije;202508;2025/august;89526;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS21;Region Šumadije i Zapadne Srbije;202509;2025/september;92535;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS21;Region Šumadije i Zapadne Srbije;202510;2025/october;95466;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS21;Region Šumadije i Zapadne Srbije;202511;2025/november;95078;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS211;Zlatiborska oblast;202412;2024/december;89003;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS211;Zlatiborska oblast;202501;2025/january;90700;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS211;Zlatiborska oblast;202502;2025/february;86642;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS211;Zlatiborska oblast;202503;2025/march;88539;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS211;Zlatiborska oblast;202504;2025/april;91855;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS211;Zlatiborska oblast;202505;2025/may;90898;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS211;Zlatiborska oblast;202506;2025/june;89427;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS211;Zlatiborska oblast;202507;2025/july;91330;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS211;Zlatiborska oblast;202508;2025/august;88633;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND01;Average net earnings;RS211;Zlatiborska oblast;202509;2025/september;91424;A;Normal value;F;Free (free for publication);RSD;RSD
