IDIndikator;Indikator;IDTer;nTer;God+Mes;nVrTacka;Vrednost;IDStatusPodatka;nStatusPodatka;IDStatusPoverljivosti;nStatusPoverljivosti;IDJedinicaMere;nJedinicaMere
2403040103IND02;Average gross earnings;80039;Alibunar;202505;2025/may;124017;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80039;Alibunar;202506;2025/june;120934;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80039;Alibunar;202507;2025/july;124442;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80039;Alibunar;202508;2025/august;120424;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80039;Alibunar;202509;2025/september;128160;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80039;Alibunar;202510;2025/october;125331;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80039;Alibunar;202511;2025/november;128473;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80098;Bela Crkva;202412;2024/december;114975;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80098;Bela Crkva;202501;2025/january;117121;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80098;Bela Crkva;202502;2025/february;112837;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80098;Bela Crkva;202503;2025/march;116048;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80098;Bela Crkva;202504;2025/april;120848;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80098;Bela Crkva;202505;2025/may;118210;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80098;Bela Crkva;202506;2025/june;115976;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80098;Bela Crkva;202507;2025/july;119161;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80098;Bela Crkva;202508;2025/august;115290;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80098;Bela Crkva;202509;2025/september;118285;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80098;Bela Crkva;202510;2025/october;123673;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80098;Bela Crkva;202511;2025/november;122530;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80128;Vršac;202412;2024/december;148205;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80128;Vršac;202501;2025/january;137762;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80128;Vršac;202502;2025/february;133741;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80128;Vršac;202503;2025/march;149653;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80128;Vršac;202504;2025/april;145053;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80128;Vršac;202505;2025/may;151751;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80128;Vršac;202506;2025/june;141843;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80128;Vršac;202507;2025/july;139055;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80128;Vršac;202508;2025/august;136455;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80128;Vršac;202509;2025/september;142306;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80128;Vršac;202510;2025/october;144027;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80128;Vršac;202511;2025/november;143544;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80217;Kovačica;202412;2024/december;112605;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80217;Kovačica;202501;2025/january;118534;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80217;Kovačica;202502;2025/february;113630;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80217;Kovačica;202503;2025/march;114552;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80217;Kovačica;202504;2025/april;117869;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80217;Kovačica;202505;2025/may;118065;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80217;Kovačica;202506;2025/june;117245;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80217;Kovačica;202507;2025/july;119066;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80217;Kovačica;202508;2025/august;115653;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80217;Kovačica;202509;2025/september;121239;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80217;Kovačica;202510;2025/october;122903;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80217;Kovačica;202511;2025/november;123003;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80225;Kovin;202412;2024/december;123771;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80225;Kovin;202501;2025/january;125348;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80225;Kovin;202502;2025/february;122860;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80225;Kovin;202503;2025/march;122643;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80225;Kovin;202504;2025/april;126442;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80225;Kovin;202505;2025/may;126871;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80225;Kovin;202506;2025/june;124937;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80225;Kovin;202507;2025/july;127076;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80225;Kovin;202508;2025/august;123214;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80225;Kovin;202509;2025/september;127630;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80225;Kovin;202510;2025/october;130906;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80225;Kovin;202511;2025/november;130257;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80292;Opovo;202412;2024/december;117614;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80292;Opovo;202501;2025/january;122939;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80292;Opovo;202502;2025/february;119320;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80292;Opovo;202503;2025/march;120304;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80292;Opovo;202504;2025/april;125127;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80292;Opovo;202505;2025/may;125520;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80292;Opovo;202506;2025/june;122022;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80292;Opovo;202507;2025/july;125484;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80292;Opovo;202508;2025/august;123300;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80292;Opovo;202509;2025/september;127112;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80292;Opovo;202510;2025/october;128473;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80292;Opovo;202511;2025/november;129085;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80314;Pančevo;202412;2024/december;146966;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80314;Pančevo;202501;2025/january;151908;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80314;Pančevo;202502;2025/february;143387;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80314;Pančevo;202503;2025/march;146334;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80314;Pančevo;202504;2025/april;152727;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80314;Pančevo;202505;2025/may;147815;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80314;Pančevo;202506;2025/june;147494;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80314;Pančevo;202507;2025/july;151964;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80314;Pančevo;202508;2025/august;146226;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80314;Pančevo;202509;2025/september;158987;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80314;Pančevo;202510;2025/october;146557;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80314;Pančevo;202511;2025/november;157464;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80349;Plandište;202412;2024/december;122399;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80349;Plandište;202501;2025/january;123982;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80349;Plandište;202502;2025/february;119110;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80349;Plandište;202503;2025/march;120744;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80349;Plandište;202504;2025/april;126306;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80349;Plandište;202505;2025/may;126211;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80349;Plandište;202506;2025/june;122624;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80349;Plandište;202507;2025/july;124790;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80349;Plandište;202508;2025/august;123380;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80349;Plandište;202509;2025/september;130003;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80349;Plandište;202510;2025/october;123728;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80349;Plandište;202511;2025/november;128470;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;RS123;Južnobačka oblast;202412;2024/december;157313;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;RS123;Južnobačka oblast;202501;2025/january;156657;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;RS123;Južnobačka oblast;202502;2025/february;148852;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;RS123;Južnobačka oblast;202503;2025/march;157309;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;RS123;Južnobačka oblast;202504;2025/april;155205;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;RS123;Južnobačka oblast;202505;2025/may;153574;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;RS123;Južnobačka oblast;202506;2025/june;153396;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;RS123;Južnobačka oblast;202507;2025/july;157166;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;RS123;Južnobačka oblast;202508;2025/august;152718;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;RS123;Južnobačka oblast;202509;2025/september;158751;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;RS123;Južnobačka oblast;202510;2025/october;158394;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;RS123;Južnobačka oblast;202511;2025/november;163593;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80055;Bač;202412;2024/december;107654;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80055;Bač;202501;2025/january;112143;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80055;Bač;202502;2025/february;105537;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80055;Bač;202503;2025/march;110539;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80055;Bač;202504;2025/april;111012;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80055;Bač;202505;2025/may;110809;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80055;Bač;202506;2025/june;111936;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80055;Bač;202507;2025/july;112786;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80055;Bač;202508;2025/august;109237;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80055;Bač;202509;2025/september;114211;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80055;Bač;202510;2025/october;117581;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80055;Bač;202511;2025/november;113241;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80063;Bačka Palanka;202412;2024/december;125632;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80063;Bačka Palanka;202501;2025/january;126375;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80063;Bačka Palanka;202502;2025/february;122782;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80063;Bačka Palanka;202503;2025/march;124500;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80063;Bačka Palanka;202504;2025/april;127275;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80063;Bačka Palanka;202505;2025/may;125139;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80063;Bačka Palanka;202506;2025/june;129060;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80063;Bačka Palanka;202507;2025/july;125994;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80063;Bačka Palanka;202508;2025/august;123038;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80063;Bačka Palanka;202509;2025/september;129342;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80063;Bačka Palanka;202510;2025/october;131183;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80063;Bačka Palanka;202511;2025/november;129961;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80080;Bački Petrovac;202412;2024/december;117485;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80080;Bački Petrovac;202501;2025/january;120665;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80080;Bački Petrovac;202502;2025/february;115072;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80080;Bački Petrovac;202503;2025/march;119265;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80080;Bački Petrovac;202504;2025/april;120401;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80080;Bački Petrovac;202505;2025/may;121573;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80080;Bački Petrovac;202506;2025/june;118836;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80080;Bački Petrovac;202507;2025/july;121885;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80080;Bački Petrovac;202508;2025/august;119390;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80080;Bački Petrovac;202509;2025/september;122118;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80080;Bački Petrovac;202510;2025/october;130151;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80080;Bački Petrovac;202511;2025/november;123517;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80101;Beočin;202412;2024/december;125417;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80101;Beočin;202501;2025/january;129303;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80101;Beočin;202502;2025/february;129226;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80101;Beočin;202503;2025/march;126901;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80101;Beočin;202504;2025/april;128868;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80101;Beočin;202505;2025/may;132417;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80101;Beočin;202506;2025/june;125566;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80101;Beočin;202507;2025/july;129760;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80101;Beočin;202508;2025/august;126485;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80101;Beočin;202509;2025/september;131111;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80101;Beočin;202510;2025/october;133713;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80101;Beočin;202511;2025/november;139014;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80110;Bečej;202412;2024/december;122513;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80110;Bečej;202501;2025/january;122050;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80110;Bečej;202502;2025/february;117894;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80110;Bečej;202503;2025/march;122841;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80110;Bečej;202504;2025/april;123031;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80110;Bečej;202505;2025/may;124046;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80110;Bečej;202506;2025/june;125197;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80110;Bečej;202507;2025/july;124875;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80110;Bečej;202508;2025/august;121858;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80110;Bečej;202509;2025/september;126381;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80110;Bečej;202510;2025/october;128664;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80110;Bečej;202511;2025/november;129088;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80136;Žabalj;202412;2024/december;118480;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80136;Žabalj;202501;2025/january;120240;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80136;Žabalj;202502;2025/february;115601;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80136;Žabalj;202503;2025/march;119792;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80136;Žabalj;202504;2025/april;121141;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80136;Žabalj;202505;2025/may;121130;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80136;Žabalj;202506;2025/june;119788;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80136;Žabalj;202507;2025/july;121866;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80136;Žabalj;202508;2025/august;119680;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80136;Žabalj;202509;2025/september;125009;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80136;Žabalj;202510;2025/october;125563;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80136;Žabalj;202511;2025/november;127694;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;89010;Grad Novi Sad;202412;2024/december;175555;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;89010;Grad Novi Sad;202501;2025/january;173585;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;89010;Grad Novi Sad;202502;2025/february;164226;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;89010;Grad Novi Sad;202503;2025/march;175373;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;89010;Grad Novi Sad;202504;2025/april;171177;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;89010;Grad Novi Sad;202505;2025/may;168864;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;89010;Grad Novi Sad;202506;2025/june;168864;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;89010;Grad Novi Sad;202507;2025/july;173694;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;89010;Grad Novi Sad;202508;2025/august;168720;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;89010;Grad Novi Sad;202509;2025/september;175140;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;89010;Grad Novi Sad;202510;2025/october;173437;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;89010;Grad Novi Sad;202511;2025/november;181382;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80390;Srbobran;202412;2024/december;114198;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80390;Srbobran;202501;2025/january;117475;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80390;Srbobran;202502;2025/february;112185;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80390;Srbobran;202503;2025/march;114468;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80390;Srbobran;202504;2025/april;118818;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80390;Srbobran;202505;2025/may;117083;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80390;Srbobran;202506;2025/june;115118;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80390;Srbobran;202507;2025/july;118005;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80390;Srbobran;202508;2025/august;113931;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80390;Srbobran;202509;2025/september;120911;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80390;Srbobran;202510;2025/october;122011;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80390;Srbobran;202511;2025/november;120166;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80411;Sremski Karlovci;202412;2024/december;134986;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80411;Sremski Karlovci;202501;2025/january;140817;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80411;Sremski Karlovci;202502;2025/february;131769;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80411;Sremski Karlovci;202503;2025/march;137866;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80411;Sremski Karlovci;202504;2025/april;140682;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80411;Sremski Karlovci;202505;2025/may;140555;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80411;Sremski Karlovci;202506;2025/june;136883;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80411;Sremski Karlovci;202507;2025/july;140445;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80411;Sremski Karlovci;202508;2025/august;137358;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80411;Sremski Karlovci;202509;2025/september;141911;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80411;Sremski Karlovci;202510;2025/october;142453;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80411;Sremski Karlovci;202511;2025/november;144094;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80446;Temerin;202412;2024/december;128007;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80446;Temerin;202501;2025/january;127223;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80446;Temerin;202502;2025/february;120968;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80446;Temerin;202503;2025/march;126463;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80446;Temerin;202504;2025/april;130072;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80446;Temerin;202505;2025/may;127464;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80446;Temerin;202506;2025/june;125822;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80446;Temerin;202507;2025/july;128554;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80446;Temerin;202508;2025/august;125863;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80446;Temerin;202509;2025/september;130870;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80446;Temerin;202510;2025/october;132888;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80446;Temerin;202511;2025/november;133069;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80454;Titel;202412;2024/december;115982;A;Normal value;F;Free (free for publication);RSD;RSD
2403040103IND02;Average gross earnings;80454;Titel;202501;2025/january;118188;A;Normal value;F;Free (free for publication);RSD;RSD
