iter	Logloss
172	0.02404208621
173	0.02404191453
174	0.02404188239
175	0.02404181574
176	0.02404175445
177	0.02404172476
178	0.02404167248
179	0.0240415831
180	0.02404153346
181	0.0240415285
182	0.02404152646
183	0.024041526
184	0.02404152286
185	0.02404152123
186	0.02404152187
187	0.02404151624
188	0.02404150633
189	0.02404149942
190	0.02404149335
191	0.02404148868
192	0.02404143013
193	0.02404137828
194	0.02404137589
195	0.02404137536
196	0.02404137541
197	0.02404137171
198	0.02404136866
199	0.02404136195
200	0.02404127646
201	0.02404122149
202	0.02404121638
203	0.02404121267
204	0.0240411608
205	0.02404110726
206	0.02404110655
207	0.02404110508
208	0.02404110484
209	0.02404110424
210	0.02404110416
211	0.02404110158
212	0.0240411018
213	0.02404108899
214	0.02404108045
215	0.02404107433
216	0.02404102635
217	0.02404097328
218	0.0240405173
219	0.02404051144
220	0.02404045778
221	0.02404040486
222	0.02404033788
223	0.02403727573
224	0.02358903512
225	0.02304531641
226	0.02297167002
227	0.02264612396
228	0.02217920269
229	0.02211567768
230	0.02211557811
231	0.02172201997
232	0.02128359425
233	0.02113651382
234	0.0211364883
235	0.02113641562
236	0.02113636009
237	0.02113630812
238	0.02113624656
239	0.02113612919
240	0.02113600422
241	0.02113597889
242	0.02113572774
243	0.0211353715
244	0.02113532175
245	0.02113508381
246	0.02113499736
247	0.02113496985
248	0.0211343559
249	0.02113431926
250	0.02113422039
251	0.02113414163
252	0.02113412181
253	0.02113372822
254	0.02113330285
255	0.02113325813
256	0.02113322012
257	0.02113283368
258	0.02113279825
259	0.02113244211
260	0.02105094507
261	0.02092250897
262	0.02051713726
263	0.02012503891
264	0.01983614068
265	0.01945393731
266	0.01896058709
267	0.01871221066
268	0.01854093946
269	0.01854092299
270	0.0185409234
271	0.0185408921
272	0.01854083823
273	0.01854083566
274	0.01854070242
275	0.01850774379
276	0.01832101608
277	0.01813522697
278	0.01794482113
279	0.01788719414
280	0.01788718622
281	0.01788719921
282	0.01788718577
283	0.01788717204
284	0.01788718148
285	0.01788716093
286	0.01788701755
287	0.01788701356
288	0.01788696345
289	0.01788694198
290	0.01788686242
291	0.01788676558
292	0.01788657333
293	0.01788651354
294	0.01788601354
295	0.01788514792
296	0.01788505044
297	0.0178850154
298	0.01788477
299	0.01788222492
300	0.01788207818
301	0.01788200422
302	0.01788122388
303	0.0178811978
304	0.01788095476
305	0.01788092388
306	0.01788081079
307	0.01766434702
308	0.01749056391
309	0.01748997245
310	0.01723169456
311	0.01711968504
312	0.01711947213
313	0.01711939624
314	0.01711936927
315	0.01711931856
316	0.01711925654
317	0.01710598883
318	0.01710550575
319	0.01710550798
320	0.01710546693
321	0.0171052817
322	0.01710519888
323	0.01710511791
324	0.01710508527
325	0.01710502681
326	0.01710210243
327	0.01710127423
328	0.01693473369
329	0.01693471215
330	0.01674395561
331	0.01661948012
332	0.01661947389
333	0.01661946764
334	0.0166193945
335	0.01661923245
336	0.0163957306
337	0.01616145779
338	0.01599458448
339	0.01591803186
340	0.01591794028
341	0.01591791915
342	0.0159178902
343	0.0159178368
344	0.01591782683
345	0.01591780101
346	0.01591778192
347	0.01591777723
348	0.01591771964
349	0.01565062111
350	0.01538842282
351	0.01530152844
352	0.01507125231
353	0.01489299675
354	0.01470260648
355	0.01470262227
356	0.01470246261
357	0.0147022109
358	0.01470215638
359	0.01470211096
360	0.01470156699
361	0.01470136495
362	0.01470135611
363	0.01470123076
364	0.01461559647
365	0.01442675912
366	0.0144266664
367	0.01433399209
368	0.01433394314
369	0.01433392425
370	0.01433391069
371	0.01433387417
372	0.01433383538
373	0.01433380886
374	0.01433378053
375	0.01433351779
376	0.01433351394
377	0.01426582218
378	0.01418627946
379	0.01411608701
380	0.01399781091
381	0.01392262438
382	0.01390982205
383	0.01390977604
384	0.01390966184
385	0.01390965373
386	0.01390957163
387	0.013909578
388	0.01390953198
389	0.01390951204
390	0.01390947495
391	0.01390945818
392	0.01390943353
393	0.01390942927
394	0.01390939942
395	0.01390938122
396	0.01390935407
397	0.0139092353
398	0.01390921369
399	0.01390917338
400	0.01390914014
401	0.01390891928
402	0.01390889809
403	0.01390887779
404	0.0139086756
405	0.01390865788
406	0.01390863715
407	0.01390845257
408	0.01388329868
409	0.01388271108
410	0.01385502197
411	0.01374704247
412	0.01356799795
413	0.01334397474
414	0.01329583558
415	0.0131728402
416	0.01312475893
417	0.01311978415
418	0.01311974172
419	0.01311971697
420	0.01311962889
421	0.0131054933
422	0.01310492567
423	0.01307542392
424	0.01297868134
425	0.01280005158
426	0.01274994819
427	0.0127499411
428	0.01274991865
429	0.01274990113
430	0.01273408087
431	0.01273386142
432	0.01262265998
433	0.0124368621
434	0.01230094129
435	0.01230091938
436	0.01230078929
437	0.01230069867
438	0.01230060644
439	0.01226567418
440	0.01226549919
441	0.01226550172
442	0.01226522758
443	0.01226521254
444	0.01226518921
445	0.01226520104
446	0.01226513016
447	0.01226504989
448	0.01209283507
449	0.01209276116
450	0.01209031047
451	0.01199616234
452	0.01199571979
453	0.01195007352
454	0.01195001746
455	0.01194999004
456	0.01194998035
457	0.01194998086
458	0.01194998026
459	0.01194996102
460	0.011949948
461	0.01194993301
462	0.01194992071
463	0.01194979249
464	0.01194979194
465	0.01194977745
466	0.0119497653
467	0.01194975306
468	0.01194973013
469	0.01194970943
470	0.01194970756
471	0.0119496923
472	0.0119496805
473	0.01194966578
474	0.01194965339
475	0.01194964323
476	0.01194962575
477	0.01194961352
478	0.01194961644
479	0.01194961329
480	0.01194960958
481	0.01194960681
482	0.01194960602
483	0.011949574
484	0.01194955376
485	0.01194939688
486	0.0119493721
487	0.01194938446
488	0.01194932322
489	0.01194931452
490	0.01194928477
491	0.01194898768
492	0.01194845599
493	0.01194675186
494	0.01185269166
495	0.01182438308
496	0.01182377987
497	0.01182364827
498	0.01182353973
499	0.01182323906
